"region","celltype","contrast","full_estimate","full_p_adj","min_loo_estimate","max_loo_estimate","max_abs_delta","n_loo","any_sig_flip","any_direction_flip"
"Parenchyma","Astrocytes5","AD_overall_vs_Control",0.685618392718979,0.0115310834960675,0.529831800674691,0.822825042728766,0.155786592044288,4,TRUE,FALSE
"Capillaries","Oligodendrocytes6","AD_overall_vs_Control",0.573118531338184,0.0680821948163233,0.490425336962459,0.71851389855933,0.145395367221145,4,TRUE,FALSE
"Arteries","Oligodendrocytes1","AD_overall_vs_Control",0.609373159479178,0.0224066895893965,0.472704459763279,0.736171319214909,0.136668699715899,4,TRUE,FALSE
"Capillaries","Microglia4","AD_overall_vs_Control",0.637930909967351,0.0225986884673917,0.51429825190733,0.761426056307232,0.123632658060021,4,TRUE,FALSE
"Capillaries","OPC1","AD_overall_vs_Control",0.562275577640134,0.026742814813075,0.443698719274485,0.685490884065117,0.123215306424984,4,TRUE,FALSE
"Capillaries","Oligodendrocytes8","AD_overall_vs_Control",0.943789336745348,0.00042205634561551,0.831882487687544,1.06611284409289,0.122323507347542,4,FALSE,FALSE
"Capillaries","Pericytes","AD_overall_vs_Control",0.569668664493852,0.0113612363962571,0.449608500094381,0.642006143919117,0.120060164399471,4,TRUE,FALSE
"Capillaries","VLMC2","AD_overall_vs_Control",0.60150388915537,0.0140346743088559,0.491626439168536,0.694414519226366,0.109877449986833,4,TRUE,FALSE
"Arteries","VLMC1","AD_overall_vs_Control",0.780201755797578,0.00127525748252173,0.674320354895803,0.832497547535926,0.105881400901776,4,FALSE,FALSE
"Arteries","Astrocytes5","AD_overall_vs_Control",0.587742934788409,0.0241068340048261,0.507197701973524,0.69088765565061,0.1031447208622,4,TRUE,FALSE
"Parenchyma","Oligodendrocytes8","AD_overall_vs_Control",0.71806174220187,0.00011569073696197,0.667527886361907,0.818845535400661,0.10078379319879,4,FALSE,FALSE
"Arteries","Astrocytes3","AD_overall_vs_Control",0.866346524367931,5.37795217895814e-05,0.802612686662331,0.96422491202973,0.097878387661799,4,FALSE,FALSE
"Arteries","Microglia2","AD_overall_vs_Control",0.63373473277751,0.000330832692999101,0.552624421790874,0.672711931487239,0.0811103109866359,4,FALSE,FALSE
"Arteries","Oligodendrocytes8","AD_overall_vs_Control",0.698470279235264,0.000172024021852679,0.622188673006065,0.776415936578908,0.077945657343644,4,FALSE,FALSE
"Parenchyma","Oligodendrocytes7","AD_overall_vs_Control",0.432527349823442,0.0958166411720642,0.355974756896856,0.510215168165765,0.0776878183423225,4,TRUE,FALSE
"Parenchyma","Oligodendrocytes1","AD_overall_vs_Control",0.574133988382096,0.0227573602805408,0.500931911277561,0.624240857241454,0.0732020771045353,4,TRUE,FALSE
"Capillaries","Endothelial","AD_overall_vs_Control",0.414172588967841,0.0856525511300119,0.387295103796638,0.462933707201514,0.0487611182336734,4,FALSE,FALSE
