gene,panel,category,headline,source,agora_id,ensembl_gene_id,total_nominations,initial_nomination,nominating_teams,cohort_studies,input_data,programs,pharos_class
GPNMB,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79261,ENSG00000136235,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
GRIA2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791eb,ENSG00000120251,2,2018,Emory; MSSM - Zhang Lab,ACT; BLSA; Banner; MSBB,Genetics; Protein; RNA,AMP-AD,Tclin
HLA-DRA,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79450,ENSG00000204287,2,2019,Chang Lab; IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; Kronos; MSBB; Mayo; ROSMAP; Rush,Genetics; RNA,Community; TREAT-AD,Tbio
HNRNPM,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7913f,ENSG00000099783,2,2018,Emory; MSSM - Zhang Lab,ACT; BLSA; Banner; MSBB,Protein,AMP-AD,Tbio
HOMER1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792ed,ENSG00000152413,2,2018,Chang Lab; Emory,ACT; BLSA; Banner; Kronos; Mayo; ROSMAP; Rush,Genetics; Protein; RNA,AMP-AD; Community,Tbio
HSPB1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7917b,ENSG00000106211,2,2018,Columbia-Rush; Emory,ACT; BLSA; Banner; ROSMAP,Clinical; Protein,AMP-AD,Tchem
IGF1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790ce,ENSG00000017427,2,2018,MSSM - Roussos Lab; Mayo-UFL-ISB,HBI_scRNAseq; Mayo,RNA,AMP-AD,Tbio
IL10RA,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7919e,ENSG00000110324,2,2018,IUSM-Purdue; Mayo-UFL-ISB,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,AMP-AD; TREAT-AD,Tbio
ITGAM,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79392,ENSG00000169896,2,2022,IUSM-Purdue; MSSM - Roussos Lab,ABA; GSE33000; GSE44772; GSE48350; GSE5281; HBI_scRNAseq; MSBB; Mayo; ROSMAP,RNA,AMP-AD; TREAT-AD,Tbio
ITGB2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7931c,ENSG00000160255,2,2020,IUSM-Purdue; MSSM - Zhang Lab,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,Genetics; Protein; RNA,AMP-AD; TREAT-AD,Tclin
KALRN,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79319,ENSG00000160145,2,2018,Columbia-Rush; MSSM - Zhang Lab,MSBB; ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
LACTB,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7915f,ENSG00000103642,2,2020,Emory,Banner; ROSMAP; https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2,Genetics; Protein,AMP-AD,Tbio
LAG3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79131,ENSG00000089692,2,2018,JAX-VUMC-UW Resilience; Mayo-UFL-ISB,AD-BXD mice; Mayo,Behavior; RNA,AMP-AD; Resilience-AD,Tclin
LAIR1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7936e,ENSG00000167613,2,2022,Duke; IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD; TREAT-AD,Tbio
LAPTM5,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79326,ENSG00000162511,2,2019,Chang Lab; JAX-VUMC-UW Resilience,AD-BXD mice; Kronos; Mayo; ROSMAP,Behavior; Genetics; RNA,Community; Resilience-AD,Tbio
LCP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79260,ENSG00000136167,2,2022,IUSM-Purdue; MSSM - Zhang Lab,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,Protein; RNA,AMP-AD; TREAT-AD,Tbio
LMNA,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7931b,ENSG00000160789,2,2018,Emory; MSSM - Zhang Lab,ACT; BLSA; Banner; MSBB,Protein,AMP-AD,Tbio
LRP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79201,ENSG00000123384,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
LYVE1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79242,ENSG00000133800,2,2018,MSSM - Roussos Lab; Mayo-UFL-ISB,HBI_scRNAseq; Mayo,RNA,AMP-AD,Tbio
MEF2C,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79135,ENSG00000081189,2,2018,Duke; MSSM - Zhang Lab,ADNI; MSBB,Genetics; Metabolomics; RNA,AMP-AD,Tbio
MOBP,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7937c,ENSG00000168314,2,2018,ASU; Mayo-UFL-ISB,Mayo; VirusResilience,RNA,AMP-AD,Tbio
MRC1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79476,ENSG00000260314,2,2023,ASU; MSSM - Roussos Lab,HBI_scRNAseq; VirusResilience,RNA,AMP-AD,Tbio
MRPL37,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791ce,ENSG00000116221,2,2018,Columbia-Rush; Duke,ROSMAP,Clinical; Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tdark
MS4A4A,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79199,ENSG00000110079,2,2018,IUSM-Purdue; Mayo-UFL-ISB,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,Genetics; RNA,AMP-AD; TREAT-AD,Tbio
MS4A6A,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79198,ENSG00000110077,2,2018,IUSM-Purdue; Mayo-UFL-ISB,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,AMP-AD; TREAT-AD,Tbio
NDUFS1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790d8,ENSG00000023228,2,2018,Emory; MSSM - Zhang Lab,ACT; BLSA; Banner; MSBB,Protein,AMP-AD,Tclin
NDUFS2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79312,ENSG00000158864,2,2018,Emory; Emory-Sage-SGC,ACT; BLSA; Banner; Emory; MSBB; ROSMAP,Protein; RNA,AMP-AD; TREAT-AD,Tclin
NDUFS3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7945c,ENSG00000213619,2,2023,MSSM - Zhang Lab; Mayo,MSBB; Mayo; ROSMAP,Genetics; Protein; RNA,AMP-AD; Resilience-AD,Tclin
NDUFV1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79370,ENSG00000167792,2,2018,Emory; Mayo,ACT; BLSA; Banner; MSBB; Mayo; ROSMAP,Genetics; Protein; RNA,AMP-AD; Resilience-AD,Tclin
NLRC5,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7928d,ENSG00000140853,2,2018,Duke; MSSM - Zhang Lab,ADNI; MSBB,Genetics; Metabolomics; RNA,AMP-AD,Tbio
NNT,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791b3,ENSG00000112992,2,2018,Columbia-Rush; Emory,ACT; BLSA; Banner; ROSMAP,Clinical; Protein,AMP-AD,Tbio
NONO,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792c2,ENSG00000147140,2,2018,Emory; MSSM - Zhang Lab,ACT; BLSA; Banner; MSBB,Protein,AMP-AD,Tbio
NRXN3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790d5,ENSG00000021645,2,2018,ASU; Duke,ADNI; VirusResilience,Genetics; Metabolomics; RNA,AMP-AD,Tbio
NTN1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790f7,ENSG00000065320,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
NTN3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7931f,ENSG00000162068,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
NXPH1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791fa,ENSG00000122584,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
OLFM1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7922b,ENSG00000130558,2,2018,Emory; MSSM - Zhang Lab,ACT; BLSA; Banner; MSBB,Protein,AMP-AD,Tbio
OLFM3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791e3,ENSG00000118733,2,2018,MSSM - Zhang Lab,MSBB,Genetics; Protein; RNA,AMP-AD,Tbio
OLFML3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791d2,ENSG00000116774,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
PADI2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791d5,ENSG00000117115,2,2018,Emory; MSSM - Roussos Lab,ACT; BLSA; Banner; HBI_scRNAseq,Protein; RNA,AMP-AD,Tchem
PAFAH1B3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7911c,ENSG00000079462,2,2018,Columbia-Rush; Emory,ACT; BLSA; Banner; ROSMAP,Clinical; Protein,AMP-AD,Tbio
PGLS,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79226,ENSG00000130313,2,2018,Columbia-Rush; Emory,ACT; BLSA; Banner; ROSMAP,Clinical; Protein,AMP-AD,Tbio
PICALM,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79111,ENSG00000073921,2,2018,Duke; MSSM - Roussos Lab,ADNI; FreshMicro,Genetics; Metabolomics; RNA,AMP-AD,Tbio
PLCB1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793f0,ENSG00000182621,2,2018,Emory; MSSM - Zhang Lab,ACT; BLSA; Banner; MSBB,Protein,AMP-AD,Tbio
PLCG2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79436,ENSG00000197943,2,2018,IUSM-Purdue; Mayo-UFL-ISB,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,AMP-AD; TREAT-AD,Tchem
PLXNB1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79346,ENSG00000164050,2,2018,Columbia-Rush; MSSM - Zhang Lab,MSBB; ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
PREX1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79203,ENSG00000124126,2,2018,Chang Lab; Columbia-Rush,ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD; Community,Tbio
PTPN6,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791a6,ENSG00000111679,2,2022,IUSM-Purdue; MSSM - Zhang Lab,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,Genetics; Protein; RNA,AMP-AD; TREAT-AD,Tchem
PTPRC,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79123,ENSG00000081237,2,2020,IUSM-Purdue; MSSM - Zhang Lab,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,Genetics; Protein; RNA,AMP-AD; TREAT-AD,Tchem
QPRT,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7915b,ENSG00000103485,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
RAB27B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790f3,ENSG00000041353,2,2018,Emory; MSSM - Zhang Lab,Banner; MSBB; ROSMAP,Genetics; Protein; RNA,AMP-AD,Tbio
RAB3A,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79178,ENSG00000105649,2,2018,Columbia-Rush; Emory,ACT; BLSA; Banner; ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
RENBP,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79154,ENSG00000102032,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
RTF2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790d6,ENSG00000022277,2,2020,Emory,Banner; ROSMAP; https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2,Genetics; Protein,AMP-AD,Tbio
SCARA3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79376,ENSG00000168077,2,2018,ASU; Duke,ADNI; VirusResilience,Genetics; Metabolomics; RNA,AMP-AD,Tbio
SDC4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79204,ENSG00000124145,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
SIPA1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7945b,ENSG00000213445,2,2018,IUSM-Purdue; MSSM - Zhang Lab,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,Genetics; RNA,AMP-AD; TREAT-AD,Tbio
SLIT1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79414,ENSG00000187122,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
SLIT3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793fb,ENSG00000184347,2,2018,Duke; Emory,ADNI; syn20933797; syn52525880,Genetics; Metabolomics; Protein,AMP-AD,Tbio
SMOC1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79444,ENSG00000198732,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
SNAP91,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790f9,ENSG00000065609,2,2018,Chang Lab; MSSM - Zhang Lab,Kronos; MSBB; Mayo; ROSMAP,Genetics; RNA,AMP-AD; Community,Tbio
SPOCK1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792ec,ENSG00000152377,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
SPOCK2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79186,ENSG00000107742,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
SPOCK3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79421,ENSG00000196104,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
STAT3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7937f,ENSG00000168610,2,2018,MSSM - Zhang Lab; Mayo-UFL-ISB,MSBB; Mayo,Genetics; RNA,AMP-AD,Tchem
STX1A,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7917c,ENSG00000106089,2,2018,Emory; MSSM - Zhang Lab,ACT; BLSA; Banner; MSBB,Protein,AMP-AD,Tbio
STX4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7915d,ENSG00000103496,2,2020,Emory; Emory-Sage-SGC,Banner; ROSMAP,Genetics; Protein,AMP-AD; TREAT-AD,Tbio
STX6,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79259,ENSG00000135823,2,2020,Emory,Banner; ROSMAP; https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2,Genetics; Protein,AMP-AD,Tbio
SV2B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79408,ENSG00000185518,2,2018,Emory; MSSM - Zhang Lab,ACT; BLSA; Banner; MSBB,Genetics; Protein; RNA,AMP-AD,Tbio
SYT7,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790c5,ENSG00000011347,2,2023,Duke,ADNI; AIBL,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tbio
TAGLN3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792ac,ENSG00000144834,2,2018,Columbia-Rush; MSSM - Zhang Lab,MSBB; ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
TGFBR2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79336,ENSG00000163513,2,2018,MSSM - Zhang Lab; Mayo-UFL-ISB,MSBB; Mayo,Genetics; RNA,AMP-AD,Tchem
TLN1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7926b,ENSG00000137076,2,2018,Chang Lab; MSSM - Zhang Lab,MSBB; Mayo; ROSMAP,Genetics; RNA,AMP-AD; Community,Tbio
TLR2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7926e,ENSG00000137462,2,2018,IUSM-Purdue; Mayo-UFL-ISB,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,AMP-AD; TREAT-AD,Tchem
TMEFF2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792a8,ENSG00000144339,2,2020,Emory; Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD; TREAT-AD,Tbio
TREM2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7913b,ENSG00000095970,2,2018,IUSM-Purdue; Mayo-UFL-ISB,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,Genetics; RNA,AMP-AD; TREAT-AD,Tbio
VSNL1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79331,ENSG00000163032,2,2018,ASU; MSSM - Zhang Lab,MSBB; VirusResilience,Genetics; RNA,AMP-AD,Tbio
WDFY4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7921b,ENSG00000128815,2,2018,IUSM-Purdue; MSSM - Zhang Lab,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,Genetics; RNA,AMP-AD; TREAT-AD,Tbio
WDR1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79108,ENSG00000071127,2,2019,Chang Lab; MSSM - Zhang Lab,MSBB,Genetics; Protein,AMP-AD; Community,Tbio
AADAT,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79195,ENSG00000109576,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tchem
ABCA7,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790f5,ENSG00000064687,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
ABCA8,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79290,ENSG00000141338,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tbio
ABLIM2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79342,ENSG00000163995,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tdark
ACO2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7914a,ENSG00000100412,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
ACOT1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793fd,ENSG00000184227,1,2023,Emory,https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2,Genetics; Protein,AMP-AD,Tbio
ACOT11,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79324,ENSG00000162390,1,2023,MSSM - Roussos Lab,FreshMicro,RNA,AMP-AD,Tbio
ACSL1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792e5,ENSG00000151726,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tchem
ACTN1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7910c,ENSG00000072110,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
ACTN2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79116,ENSG00000077522,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
ADAM10,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79275,ENSG00000137845,1,2023,Emory,https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2,Genetics; Protein,AMP-AD,Tchem
ADAM9,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7937d,ENSG00000168615,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tchem
ADAMTS1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792fb,ENSG00000154734,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tchem
ADAMTS17,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7928a,ENSG00000140470,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
ADD3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792cd,ENSG00000148700,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
AGT,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79258,ENSG00000135744,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
AHCYL1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79382,ENSG00000168710,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tchem
AHNAK,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7920b,ENSG00000124942,1,2020,MSSM - Zhang Lab,MSBB,Genetics; Protein,AMP-AD,Tbio
