gene,panel,category,headline,source,agora_id,ensembl_gene_id,total_nominations,initial_nomination,nominating_teams,cohort_studies,input_data,programs,pharos_class
AP3B2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79160,ENSG00000103723,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
AP3D1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79109,ENSG00000065000,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
APOD,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7941d,ENSG00000189058,1,2018,Mayo-UFL-ISB,APP Mice,Protein,AMP-AD,Tbio
APP,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79297,ENSG00000142192,1,2024,Emory-Sage-SGC,Banner; Emory; MSBB; ROSMAP,Protein,TREAT-AD,Tclin
ARHGAP17,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7928f,ENSG00000140750,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tbio
ARHGAP20,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79273,ENSG00000137727,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
ARHGAP26,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792b7,ENSG00000145819,1,2019,Chang Lab,MSBB; ROSMAP,Genetics; Protein; RNA,Community,Tbio
ARHGAP30,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7940e,ENSG00000186517,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
ARHGDIB,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791a2,ENSG00000111348,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
ARHGEF2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791cd,ENSG00000116584,1,2022,Emory-Sage-SGC,NA,Pathway Modeling; Risk Scores,TREAT-AD,Tbio
ARID5B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792db,ENSG00000150347,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
ARPC1B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79229,ENSG00000130429,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
ASAH1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79168,ENSG00000104763,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tchem
ASAP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792f6,ENSG00000153317,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
ASPM,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790fb,ENSG00000066279,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
ASTN1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792ea,ENSG00000152092,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
ATCAY,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7936c,ENSG00000167654,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
ATL3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79400,ENSG00000184743,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tbio
ATP1A3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79172,ENSG00000105409,1,2018,Columbia-Rush,ROSMAP,Clinical; Protein,AMP-AD,Tclin
ATP1B3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79101,ENSG00000069849,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tclin
ATP2B2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79308,ENSG00000157087,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
ATP5PO,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79468,ENSG00000241837,1,2019,Chang Lab,MSBB; Rush,Genetics; Protein; RNA,Community,Tbio
ATP6V0A1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790e0,ENSG00000033627,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
ATP6V0D1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7931a,ENSG00000159720,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
ATP6V1B2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792c3,ENSG00000147416,1,2019,Chang Lab,MSBB; ROSMAP; Rush,Genetics; Protein; RNA,Community,Tbio
ATP6V1E1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7922f,ENSG00000131100,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
ATP6V1E2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7946f,ENSG00000250565,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
ATP6V1H,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790e3,ENSG00000047249,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
BAG4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79307,ENSG00000156735,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
BAIAP2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793c8,ENSG00000175866,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
BBX,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791bd,ENSG00000114439,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
BCAM,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79415,ENSG00000187244,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
BCAS1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790f6,ENSG00000064787,1,2019,Chang Lab,MSBB,Genetics; Protein,Community,Tbio
BCKDK,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7915e,ENSG00000103507,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
BCL2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793a8,ENSG00000171791,1,2019,Chang Lab,ROSMAP,Genetics; RNA,Community,Tclin
BDNF,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793cf,ENSG00000176697,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tchem
BLOC1S1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79255,ENSG00000135441,1,2020,ASU,ROSMAP,Genetics; Protein; RNA,AMP-AD,Tbio
BMPER,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7934b,ENSG00000164619,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
BRINP2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79447,ENSG00000198797,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tdark
BSCL2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79375,ENSG00000168000,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tbio
BSN,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79345,ENSG00000164061,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
BTBD8,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79420,ENSG00000189195,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tdark
BTK,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790c4,ENSG00000010671,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tclin
C1QA,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793b8,ENSG00000173372,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
C1QB,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793b6,ENSG00000173369,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,NA
C3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79210,ENSG00000125730,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tclin
C3AR1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793aa,ENSG00000171860,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tchem
CACNA1A,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79295,ENSG00000141837,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tchem
CADM1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793f2,ENSG00000182985,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
CADM2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793c3,ENSG00000175161,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
CADPS,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7933b,ENSG00000163618,1,2018,Columbia-Rush,ROSMAP,Clinical; Protein,AMP-AD,Tbio
CALD1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791f9,ENSG00000122786,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
CAMKK2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791a3,ENSG00000110931,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tchem
CARHSP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792f1,ENSG00000153048,1,2020,Emory,Banner; ROSMAP,Genetics; Protein,AMP-AD,Tbio
CASS4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7912d,ENSG00000087589,1,2023,MSSM - Roussos Lab,FreshMicro,Genetics; RNA,AMP-AD,Tbio
CBL,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7919b,ENSG00000110395,1,2019,Chang Lab,ROSMAP,Genetics; RNA,Community,Tbio
CCDC6,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79189,ENSG00000108091,1,2023,Emory,https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2,Genetics; Protein,AMP-AD,Tbio
CCDC89,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793d8,ENSG00000179071,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
CCT6B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79235,ENSG00000132141,1,2019,Chang Lab,Mayo,Genetics; RNA,Community,Tbio
CD22,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790c9,ENSG00000012124,1,2023,Mayo-UFL-ISB,GSE197305; MC-CAA; Mayo; ROSMAP,Protein; RNA,AMP-AD,Tclin
CD2AP,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7943c,ENSG00000198087,1,2023,Emory,https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2,Genetics; Protein,AMP-AD,Tbio
CD300A,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79372,ENSG00000167851,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
CD33,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79170,ENSG00000105383,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tclin
CD47,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79427,ENSG00000196776,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tchem
CD74,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790d1,ENSG00000019582,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tchem
CD81,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7919f,ENSG00000110651,1,2023,MSSM - Roussos Lab,FreshMicro,RNA,AMP-AD,Tchem
CD86,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791b7,ENSG00000114013,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tclin
CDC42SE2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79313,ENSG00000158985,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tbio
CDCA7,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792a9,ENSG00000144354,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
CDCP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7933e,ENSG00000163814,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
CDH22,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792d4,ENSG00000149654,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
CDH23,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79188,ENSG00000107736,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
CDK19,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792ff,ENSG00000155111,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tchem
CDYL,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792f0,ENSG00000153046,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tchem
CECR2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79142,ENSG00000099954,1,2023,MSSM - Roussos Lab,FreshMicro,RNA,AMP-AD,Tchem
CELF1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792ce,ENSG00000149187,1,2020,ASU,ROSMAP,Genetics; Protein; RNA,AMP-AD,Tbio
CEP170B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79141,ENSG00000099814,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tdark
CERCAM,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79368,ENSG00000167123,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tdark
CERS4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79136,ENSG00000090661,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tbio
CERS6,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793b0,ENSG00000172292,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
CETP,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7912b,ENSG00000087237,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tchem
CFH,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790b9,ENSG00000000971,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
CFI,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79455,ENSG00000205403,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
CHCHD3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7917e,ENSG00000106554,1,2019,Chang Lab,MSBB,Genetics; Protein,Community,Tbio
CHST1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793c4,ENSG00000175264,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
CHST11,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793a4,ENSG00000171310,1,2019,Chang Lab,ROSMAP,Genetics; RNA,Community,Tbio
CHSY3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7943e,ENSG00000198108,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tbio
CISD1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791fc,ENSG00000122873,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tchem
CLEC3B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7933f,ENSG00000163815,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
CLTCL1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79104,ENSG00000070371,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
CNKSR2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792da,ENSG00000149970,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
CNN3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791de,ENSG00000117519,1,2022,Emory-Sage-SGC,ACT; BLSA; Banner,Protein; RNA,TREAT-AD,Tbio
CNP,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793b9,ENSG00000173786,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
CNTNAP2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793be,ENSG00000174469,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
CNTNAP5,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792fc,ENSG00000155052,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
COL18A1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793f1,ENSG00000182871,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
COL1A2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7934d,ENSG00000164692,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
COL4A4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79122,ENSG00000081052,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
COL5A1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7922c,ENSG00000130635,1,2023,Emory,syn20933797; syn52525880,Protein,AMP-AD,Tbio
CORO1C,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791a0,ENSG00000110880,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tbio
COTL1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7915a,ENSG00000103187,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
COX4I1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79230,ENSG00000131143,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
COX5B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7925f,ENSG00000135940,1,2018,Columbia-Rush,ROSMAP,Clinical; Protein,AMP-AD,Tbio
COX6B1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79213,ENSG00000126267,1,2019,Chang Lab,Kronos; MSBB,Genetics; Protein; RNA,Community,Tbio
CR1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7944a,ENSG00000203710,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
CRH,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792c4,ENSG00000147571,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
CRHR1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791e8,ENSG00000120088,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tclin
CSF1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793fe,ENSG00000184371,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
CSF3R,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791e6,ENSG00000119535,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tclin
CSRP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79315,ENSG00000159176,1,2018,Columbia-Rush,ROSMAP,Clinical; Protein,AMP-AD,Tbio
CTHRC1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79352,ENSG00000164932,1,2020,Emory,Banner; Emory; MSBB; ROSMAP,Protein,AMP-AD,Tbio
CTLA4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7933a,ENSG00000163599,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tclin
CTSS,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79332,ENSG00000163131,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tchem
CX3CL1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790bd,ENSG00000006210,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
