"celltype","region","contrast","type","log2_OR","odds.ratio","SE","p.value","p_adj","estimate"
"Oligodendrocytes4","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.967010271449647,NA,0.217713927771847,0.00207891266909504,0.00318766609261239,0.67028044322783
"Oligodendrocytes5","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.915017967959055,NA,0.259721436666728,0.0146057764527281,0.0181585328871755,0.634242124652509
"Oligodendrocytes6","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.3831878740472,NA,0.230358784724878,0.248906971074812,0.260220924305486,0.265605594520576
"Oligodendrocytes7","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.271080912598104,NA,0.261049060457878,0.471657919000834,0.471657919000834,0.187898970270993
"Oligodendrocytes8","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.99324061319296,NA,0.190763990512856,0.000307412596063774,0.000643308824186433,0.688461930652331
"OPC1","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.918532107915618,NA,0.176992376130318,0.000321654412093217,0.000643308824186433,0.636677940855494
"OPC2","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.06922754449909,NA,0.145586821745594,3.56831645471763e-07,1.64142556917011e-05,0.741132057846577
"OPC3","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.03676010942904,NA,0.191397437490955,0.000173594880941733,0.000420282343332617,0.718627346767758
"Pericytes","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.0882565591367,NA,0.184822246238599,4.47772774541518e-05,0.000187250432990089,0.754321965691474
"SMC","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.29404019219681,NA,0.195601471063766,4.52571504836414e-06,4.16365784449501e-05,0.896960310752466
"VLMC1","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.958496082105075,NA,0.197932827342793,0.000789107431703281,0.00129639078065539,0.664378856888887
"VLMC2","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.972340781754332,NA,0.178095164670358,0.000154107915632333,0.000393831339949295,0.673975271416468
