"contrast1","contrast","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value","celltype","p_adj"
"Arteries - Capillaries","Disease_effect",-0.0510373348267227,0.283397863094643,Inf,-0.715237073171849,0.613162403518403,-0.180090753929497,0.98227904771363,"InhNeuron3",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.160658433849725,0.26179315050722,Inf,-0.77422319460225,0.452906326902801,-0.6136846343705,0.812636933186734,"InhNeuron3",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.109621099023002,0.279084494974959,Inf,-0.763711593970185,0.544469395924181,-0.392788209294242,0.918482192626209,"InhNeuron3",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.197487367876943,0.206803705452089,Inf,-0.682173333925346,0.287198598171458,-0.95495081891894,0.605430193487767,"InhNeuron3",0.999974772559645
"Arteries - Parenchyma","Amyloid_effect",0.347696236690422,0.182395151680829,Inf,-0.0797833875344366,0.77517586091528,1.90628003807279,0.136859479680769,"InhNeuron3",0.572321460483216
"Capillaries - Parenchyma","Amyloid_effect",0.545183604567365,0.198518367284372,Inf,0.0799159904536095,1.01045121868112,2.74626278678993,0.0166014207512821,"InhNeuron3",0.163642575976924
"Arteries - Capillaries","Disease_effect",0.0891157870647169,0.279668125410044,Inf,-0.566342562876292,0.744574137005726,0.318648351270125,0.945569243232927,"InhNeuron4",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.140933608981229,0.263573378442008,Inf,-0.758670690991117,0.476803473028658,-0.534703503875442,0.854247472166169,"InhNeuron4",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.230049396045946,0.27831538883454,Inf,-0.88233733647967,0.422238544387777,-0.826578066736771,0.686502173577404,"InhNeuron4",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.0481854314611816,0.211678982687667,Inf,-0.544297587632794,0.447926724710431,-0.227634462568631,0.971838801629388,"InhNeuron4",0.999974772559645
